ID,premise_english,hypothesis_english,original_label,assigned_phenomenon
Fever2785,"Sue Sylvester . The character is portrayed by actress Jane Lynch , and has appeared in Glee from its pilot episode , first broadcast on May 19 , 2009 .",Sue Sylvester is portrayed exclusively by a male actor.,Contradiction,modality
Fever3174,"Joan Crawford ( born Lucille Fay LeSueur ; March 23 , c. 1904 -- May 10 , 1977 ) was an American film and television actress who began her career as a dancer and stage showgirl . Beginning her career as a dancer in traveling theatrical companies , before debuting as a chorus girl on Broadway , Crawford signed a motion picture contract with Metro-Goldwyn-Mayer in 1925 .",Joan Crawford began her career as an actress.,Contradiction,modality
Fever3283,"Leonardo di ser Piero da Vinci ( [ leoˈnardo di ˌsɛr ˈpjɛːro da ( v ) ˈvintʃi ] ; 15 April 14522 May 1519 ) , more commonly Leonardo da Vinci or simply Leonardo , was an Italian polymath whose areas of interest included invention , painting , sculpting , architecture , science , music , mathematics , engineering , literature , anatomy , geology , astronomy , botany , writing , history , and cartography . He has been variously called the father of palaeontology , ichnology , and architecture , and is widely considered one of the greatest painters of all time .",Leonardo da Vinci is dating one of the greatest painters of all time.,Contradiction,modality
Fever4107,"Frederick Christ Trump ( October 11 , 1905 -- June 25 , 1999 ) was an American real estate developer and philanthropist , primarily in New York City , and father of Donald Trump , the 45th President of the United States , and Maryanne Trump Barry , a United States Court of Appeals judge . Frederick Trump ( born Friedrich Trump ; March 14 , 1869 -- May 27 , 1918 ) was a German American businessman .","Fred Trump was thirteen years old in December, 1918.",Entailment,modality
Fever4495,"Sofia Carmina Coppola ( [ ˈkoʊpələ ] ; born May 14 , 1971 ) is an American screenwriter , director , producer and actress . In 2003 , she received the Academy Award for Best Original Screenplay for the comedy-drama Lost in Translation , and became the third woman to be nominated for an Academy Award for Best Director . The film premiered at the 2017 Cannes Film Festival , where Coppola became the second woman ( and the first American woman ) in the festival 's history to win the Best Director award .",Sofia Coppola is a sparkling wine.,Neutral,modality
Fever4855,"Sir Ian Murray McKellen , ( born 25 May 1939 ) is an English actor . X-Men (film) . The film , directed by Bryan Singer and written by David Hayter , features an ensemble cast that includes Hugh Jackman , Patrick Stewart , Ian McKellen , Halle Berry , Famke Janssen , James Marsden , Bruce Davison , Rebecca Romijn-Stamos , Ray Park , Tyler Mane , and Anna Paquin .","X-Men (film) has a cast that is an American actor, and singer name Ian Mckellen.",Neutral,modality
Fever5710,"Newcastle United F.C. . The club 's most successful period was between 1904 and 1910 , when they won an FA Cup and three of their First Division titles .",Newcastle United F.C.'s most successful period ended in May of 1910.,Entailment,modality
Fever5837,"Leonardo di ser Piero da Vinci ( [ leoˈnardo di ˌsɛr ˈpjɛːro da ( v ) ˈvintʃi ] ; 15 April 14522 May 1519 ) , more commonly Leonardo da Vinci or simply Leonardo , was an Italian polymath whose areas of interest included invention , painting , sculpting , architecture , science , music , mathematics , engineering , literature , anatomy , geology , astronomy , botany , writing , history , and cartography .",Leonardo da Vinci studied anatomy.,Entailment,modality
Fever6478,"Joseph Michael `` Joey '' Graceffa ( [ grəˈsɛfə ] born May 16 , 1991 ) is an American YouTube personality , actor , author , producer , and singer . The United States of America ( USA ) , commonly known as the United States ( U.S. ) or America , is a constitutional federal republic composed of 50 states , a federal district , five major self-governing territories , and various possessions .","Joey Graceffa is from a republic made up of a federation, based on a constitution.",Entailment,modality
Fever6689,"Glee is an American musical comedy-drama television series that aired on the Fox network in the United States from May 19 , 2009 , to March 20 , 2015 .",Glee is a horror comedy.,Neutral,modality
Fever6702,"Joseph Aaron `` Joe '' Carnahan ( born May 9 , 1969 ) is an American independent film director , screenwriter , producer and actor best known for his films Blood , Guts , Bullets and Octane , Narc , Smokin ' Aces , The A-Team , and The Grey . The Blacklist (TV series) . The pilot episode was written by Jon Bokenkamp and directed by Joe Carnahan .",The director of the pilot episode of The Blacklist was born during the Kennedy administration.,Contradiction,modality
Fever7117,"Leati Joseph `` Joe '' Anoaʻi ( born May 25 , 1985 ) is an American professional wrestler , former professional Canadian football player and a member of the Anoaʻi family . He is signed to WWE , where he performs on the Raw brand under the ring name Roman Reigns .",Roman Reigns is a gardener.,Neutral,modality
Fever7192,"Edward Moore Kennedy ( February 22 , 1932 -- August 25 , 2009 ) was an American politician and lawyer who served as a United States Senator from Massachusetts . A member of the Democratic Party , he was the second most senior member of the Senate when he died and was the fourth-longest-serving senator in United States history , having served there for almost 47 years . In May 2008 , Kennedy was hospitalized after suffering a seizure and was diagnosed with a malignant brain tumor , which limited his appearances in the Senate .",Ted Kennedy is a United States senator.,Neutral,modality
Fever7292,"Supernatural (U.S. TV series) . With its eleventh season , Supernatural became the longest-running American fantasy series . The series was renewed for a twelfth season , which aired from October 13 , 2016 , to May 18 , 2017 .",Supernatural is a series.,Entailment,modality
Fever7445,"Doctor Who is a British science-fiction television programme produced by the BBC since 1963 . `` For Tonight We Might Die '' is the first episode of the first series of the British science-fiction television series Class , a spin-off series of Doctor Who . `` The Time of the Doctor '' is an episode of the British science fiction television programme Doctor Who , written by Steven Moffat and directed by Jamie Payne , and was broadcast as the ninth Doctor Who Christmas special on 25 December 2013 on BBC One . The Twelfth Doctor is an incarnation of the Doctor , the protagonist of the BBC science fiction television programme Doctor Who . He also appeared in `` For Tonight We Might Die '' , the first episode of the 2016 spin-off series Class .",The Twelfth Doctor is in a British television show.,Entailment,modality
Fever8023,"Jack Harold Paar ( May 1 , 1918 -- January 27 , 2004 ) was an American author , radio and television comedian and talk show host , best known for his stint as host of The Tonight Show from 1957 to 1962 .",Jack Paar died on a date in the 21st century.,Entailment,modality
Fever8380,"Planet of the Apes (1968 film) . Filming took place between May 21 and August 10 , 1967 , in California , Utah and Arizona , with desert sequences shot in and around Lake Powell , Glen Canyon National Recreation Area .",Planet of the Apes shot sequences in and around the Statue of Liberty.,Contradiction,modality
